cohort_id,cohort_label,direction,entry_price,entry_timestamp,exit_price,exit_reason,exit_timestamp,pnl,quality_flag,signal_timestamp,stop_price,strategy_id,symbol,target_price,timeframe,win
all_m12_24,原小范围全样本,long,108.5800,2015-12-30T16:00:00-05:00,105.5700,stop_hit,2015-12-31T16:00:00-05:00,-492.72,m12_27_pa004_all_m12_24,2015-12-29T16:00:00-05:00,105.5700,M10-PA-004,AAPL,114.6000,1d,false
all_m12_24,原小范围全样本,long,101.5200,2016-01-25T16:00:00-05:00,93.4200,stop_hit,2016-01-27T16:00:00-05:00,-487.95,m12_27_pa004_all_m12_24,2016-01-22T16:00:00-05:00,93.4200,M10-PA-004,AAPL,117.7200,1d,false
all_m12_24,原小范围全样本,short,108.9100,2016-04-08T16:00:00-04:00,112.1900,stop_hit,2016-04-13T16:00:00-04:00,-487.60,m12_27_pa004_all_m12_24,2016-04-07T16:00:00-04:00,112.1900,M10-PA-004,AAPL,102.3500,1d,false
all_m12_24,原小范围全样本,short,162.7100,2017-09-06T16:00:00-04:00,159.0900,target_hit,2017-09-08T16:00:00-04:00,955.23,m12_27_pa004_all_m12_24,2017-09-05T16:00:00-04:00,164.5200,M10-PA-004,AAPL,159.0900,1d,true
all_m12_24,原小范围全样本,short,171.1800,2017-11-16T16:00:00-05:00,173.9700,max_holding_exit,2017-12-15T16:00:00-05:00,-271.66,m12_27_pa004_all_m12_24,2017-11-15T16:00:00-05:00,176.2400,M10-PA-004,AAPL,161.0600,1d,false
all_m12_24,原小范围全样本,short,191.5500,2018-06-14T16:00:00-04:00,186.2500,target_hit,2018-06-19T16:00:00-04:00,963.71,m12_27_pa004_all_m12_24,2018-06-13T16:00:00-04:00,194.2000,M10-PA-004,AAPL,186.2500,1d,true
all_m12_24,原小范围全样本,short,168.9900,2019-02-08T16:00:00-05:00,175.0800,stop_hit,2019-02-25T16:00:00-05:00,-492.90,m12_27_pa004_all_m12_24,2019-02-07T16:00:00-05:00,175.0800,M10-PA-004,AAPL,156.8100,1d,false
all_m12_24,原小范围全样本,short,204.9000,2019-04-26T16:00:00-04:00,199.2000,target_hit,2019-04-30T16:00:00-04:00,968.42,m12_27_pa004_all_m12_24,2019-04-25T16:00:00-04:00,207.7500,M10-PA-004,AAPL,199.2000,1d,true
all_m12_24,原小范围全样本,long,189.9100,2019-05-16T16:00:00-04:00,182.8500,stop_hit,2019-05-20T16:00:00-04:00,-495.11,m12_27_pa004_all_m12_24,2019-05-15T16:00:00-04:00,182.8500,M10-PA-004,AAPL,204.0300,1d,false
all_m12_24,原小范围全样本,long,184.2800,2019-06-05T16:00:00-04:00,202.8600,target_hit,2019-07-01T16:00:00-04:00,978.03,m12_27_pa004_all_m12_24,2019-06-04T16:00:00-04:00,174.9900,M10-PA-004,AAPL,202.8600,1d,true
all_m12_24,原小范围全样本,short,218.4300,2019-10-03T16:00:00-04:00,226.4200,stop_hit,2019-10-04T16:00:00-04:00,-497.68,m12_27_pa004_all_m12_24,2019-10-02T16:00:00-04:00,226.4200,M10-PA-004,AAPL,202.4500,1d,false
all_m12_24,原小范围全样本,short,244.7600,2019-10-30T16:00:00-04:00,246.7300,stop_hit,2019-10-31T16:00:00-04:00,-504.72,m12_27_pa004_all_m12_24,2019-10-29T16:00:00-04:00,246.7300,M10-PA-004,AAPL,240.8200,1d,false
all_m12_24,原小范围全样本,short,263.6900,2019-11-21T16:00:00-05:00,267.4300,stop_hit,2019-11-27T16:00:00-05:00,-496.87,m12_27_pa004_all_m12_24,2019-11-20T16:00:00-05:00,267.4300,M10-PA-004,AAPL,256.2100,1d,false
all_m12_24,原小范围全样本,short,304.3000,2020-02-03T16:00:00-05:00,257.2000,target_hit,2020-02-28T16:00:00-05:00,973.70,m12_27_pa004_all_m12_24,2020-01-31T16:00:00-05:00,327.8500,M10-PA-004,AAPL,257.2000,1d,true
all_m12_24,原小范围全样本,short,363.9500,2020-07-24T16:00:00-04:00,399.8200,stop_hit,2020-07-31T16:00:00-04:00,-493.35,m12_27_pa004_all_m12_24,2020-07-23T16:00:00-04:00,399.8200,M10-PA-004,AAPL,292.2100,1d,false
all_m12_24,原小范围全样本,short,120.5000,2020-12-10T16:00:00-05:00,125.3900,stop_hit,2020-12-15T16:00:00-05:00,-492.29,m12_27_pa004_all_m12_24,2020-12-09T16:00:00-05:00,125.3900,M10-PA-004,AAPL,110.7200,1d,false
all_m12_24,原小范围全样本,long,125.7000,2021-03-16T16:00:00-04:00,132.0300,max_holding_exit,2021-04-14T16:00:00-04:00,323.76,m12_27_pa004_all_m12_24,2021-03-15T16:00:00-04:00,116.2100,M10-PA-004,AAPL,144.6800,1d,true
all_m12_24,原小范围全样本,short,132.3600,2021-04-21T16:00:00-04:00,135.0000,stop_hit,2021-04-23T16:00:00-04:00,-493.94,m12_27_pa004_all_m12_24,2021-04-20T16:00:00-04:00,135.0000,M10-PA-004,AAPL,127.0800,1d,false
all_m12_24,原小范围全样本,short,144.8100,2021-07-28T16:00:00-04:00,150.0000,stop_hit,2021-08-16T16:00:00-04:00,-489.28,m12_27_pa004_all_m12_24,2021-07-27T16:00:00-04:00,150.0000,M10-PA-004,AAPL,134.4300,1d,false
all_m12_24,原小范围全样本,short,177.8300,2022-01-03T16:00:00-05:00,182.1300,stop_hit,2022-01-03T16:00:00-05:00,-488.12,m12_27_pa004_all_m12_24,2021-12-31T16:00:00-05:00,182.1300,M10-PA-004,AAPL,169.2300,1d,false
all_m12_24,原小范围全样本,short,174.0300,2022-04-01T16:00:00-04:00,164.0700,target_hit,2022-04-18T16:00:00-04:00,959.99,m12_27_pa004_all_m12_24,2022-03-31T16:00:00-04:00,179.0100,M10-PA-004,AAPL,164.0700,1d,true
all_m12_24,原小范围全样本,long,140.8050,2022-05-24T16:00:00-04:00,149.2150,target_hit,2022-05-27T16:00:00-04:00,969.51,m12_27_pa004_all_m12_24,2022-05-23T16:00:00-04:00,136.6000,M10-PA-004,AAPL,149.2150,1d,true
all_m12_24,原小范围全样本,short,147.9200,2022-07-19T16:00:00-04:00,151.7400,stop_hit,2022-07-20T16:00:00-04:00,-495.13,m12_27_pa004_all_m12_24,2022-07-18T16:00:00-04:00,151.7400,M10-PA-004,AAPL,140.2800,1d,false
all_m12_24,原小范围全样本,short,169.6900,2022-08-22T16:00:00-04:00,156.7700,target_hit,2022-09-01T16:00:00-04:00,975.14,m12_27_pa004_all_m12_24,2022-08-19T16:00:00-04:00,176.1500,M10-PA-004,AAPL,156.7700,1d,true
all_m12_24,原小范围全样本,long,153.4000,2022-09-20T16:00:00-04:00,158.6000,target_hit,2022-09-21T16:00:00-04:00,981.43,m12_27_pa004_all_m12_24,2022-09-19T16:00:00-04:00,150.8000,M10-PA-004,AAPL,158.6000,1d,true
all_m12_24,原小范围全样本,long,145.8200,2022-11-11T16:00:00-05:00,144.4900,max_holding_exit,2022-12-12T16:00:00-05:00,-59.18,m12_27_pa004_all_m12_24,2022-11-10T16:00:00-05:00,134.3700,M10-PA-004,AAPL,168.7200,1d,false
all_m12_24,原小范围全样本,long,130.4650,2023-01-09T16:00:00-05:00,143.0550,target_hit,2023-01-23T16:00:00-05:00,994.42,m12_27_pa004_all_m12_24,2023-01-06T16:00:00-05:00,124.1700,M10-PA-004,AAPL,143.0550,1d,true
all_m12_24,原小范围全样本,short,189.9200,2023-11-27T16:00:00-05:00,191.9100,stop_hit,2023-11-29T16:00:00-05:00,-512.92,m12_27_pa004_all_m12_24,2023-11-24T16:00:00-05:00,191.9100,M10-PA-004,AAPL,185.9400,1d,false
all_m12_24,原小范围全样本,short,190.9800,2024-05-23T16:00:00-04:00,189.1000,target_hit,2024-05-23T16:00:00-04:00,965.84,m12_27_pa004_all_m12_24,2024-05-22T16:00:00-04:00,191.9200,M10-PA-004,AAPL,189.1000,1d,true
all_m12_24,原小范围全样本,short,194.6500,2024-06-07T16:00:00-04:00,195.3200,stop_hit,2024-06-07T16:00:00-04:00,-368.27,m12_27_pa004_all_m12_24,2024-06-06T16:00:00-04:00,195.3200,M10-PA-004,AAPL,193.3100,1d,false
all_m12_24,原小范围全样本,short,207.7200,2024-06-24T16:00:00-04:00,220.2000,stop_hit,2024-07-02T16:00:00-04:00,-505.41,m12_27_pa004_all_m12_24,2024-06-21T16:00:00-04:00,220.2000,M10-PA-004,AAPL,182.7600,1d,false
all_m12_24,原小范围全样本,short,228.9200,2024-07-12T16:00:00-04:00,229.4000,stop_hit,2024-07-12T16:00:00-04:00,-230.23,m12_27_pa004_all_m12_24,2024-07-11T16:00:00-04:00,229.4000,M10-PA-004,AAPL,227.9600,1d,false
all_m12_24,原小范围全样本,long,230.8500,2025-01-28T16:00:00-05:00,240.3600,max_holding_exit,2025-02-26T16:00:00-05:00,412.51,m12_27_pa004_all_m12_24,2025-01-27T16:00:00-05:00,219.3800,M10-PA-004,AAPL,253.7900,1d,true
all_m12_24,原小范围全样本,long,213.9900,2025-03-20T16:00:00-04:00,225.1300,target_hit,2025-03-31T16:00:00-04:00,1000.18,m12_27_pa004_all_m12_24,2025-03-19T16:00:00-04:00,208.4200,M10-PA-004,AAPL,225.1300,1d,true
all_m12_24,原小范围全样本,short,254.9400,2025-10-10T16:00:00-04:00,246.3400,target_hit,2025-10-10T16:00:00-04:00,1008.23,m12_27_pa004_all_m12_24,2025-10-09T16:00:00-04:00,259.2400,M10-PA-004,AAPL,246.3400,1d,true
all_m12_24,原小范围全样本,short,268.3250,2025-11-04T16:00:00-05:00,274.1400,stop_hit,2025-11-11T16:00:00-05:00,-516.89,m12_27_pa004_all_m12_24,2025-11-03T16:00:00-05:00,274.1400,M10-PA-004,AAPL,256.6950,1d,false
all_m12_24,原小范围全样本,long,259.1700,2026-01-27T16:00:00-05:00,274.2300,max_holding_exit,2026-02-25T16:00:00-05:00,485.48,m12_27_pa004_all_m12_24,2026-01-26T16:00:00-05:00,243.4200,M10-PA-004,AAPL,290.6700,1d,true
all_m12_24,原小范围全样本,short,56.1900,2013-12-04T16:00:00-05:00,57.9900,stop_hit,2013-12-13T16:00:00-05:00,-503.17,m12_27_pa004_all_m12_24,2013-12-03T16:00:00-05:00,57.9900,M10-PA-004,ADBE,52.5900,1d,false
all_m12_24,原小范围全样本,long,62.0000,2014-04-09T16:00:00-04:00,61.1000,stop_hit,2014-04-11T16:00:00-04:00,-504.29,m12_27_pa004_all_m12_24,2014-04-08T16:00:00-04:00,61.1000,M10-PA-004,ADBE,63.8000,1d,false
all_m12_24,原小范围全样本,long,61.6900,2014-05-01T16:00:00-04:00,59.6200,stop_hit,2014-05-06T16:00:00-04:00,-497.86,m12_27_pa004_all_m12_24,2014-04-30T16:00:00-04:00,59.6200,M10-PA-004,ADBE,65.8300,1d,false
all_m12_24,原小范围全样本,short,64.5400,2014-06-02T16:00:00-04:00,66.3100,stop_hit,2014-06-06T16:00:00-04:00,-496.11,m12_27_pa004_all_m12_24,2014-05-30T16:00:00-04:00,66.3100,M10-PA-004,ADBE,61.0000,1d,false
all_m12_24,原小范围全样本,short,72.4300,2014-06-30T16:00:00-04:00,72.2700,max_holding_exit,2014-07-29T16:00:00-04:00,31.55,m12_27_pa004_all_m12_24,2014-06-27T16:00:00-04:00,74.6900,M10-PA-004,ADBE,67.9100,1d,true
all_m12_24,原小范围全样本,short,89.6600,2015-11-16T16:00:00-05:00,91.8700,stop_hit,2015-11-19T16:00:00-05:00,-494.18,m12_27_pa004_all_m12_24,2015-11-13T16:00:00-05:00,91.8700,M10-PA-004,ADBE,85.2400,1d,false
all_m12_24,原小范围全样本,short,94.4800,2016-04-08T16:00:00-04:00,94.3000,max_holding_exit,2016-05-06T16:00:00-04:00,22.32,m12_27_pa004_all_m12_24,2016-04-07T16:00:00-04:00,98.0000,M10-PA-004,ADBE,87.4400,1d,true
all_m12_24,原小范围全样本,short,118.3000,2017-02-24T16:00:00-05:00,120.1700,stop_hit,2017-03-01T16:00:00-05:00,-494.01,m12_27_pa004_all_m12_24,2017-02-23T16:00:00-05:00,120.1700,M10-PA-004,ADBE,114.5600,1d,false
all_m12_24,原小范围全样本,short,181.1800,2017-11-16T16:00:00-05:00,184.4400,stop_hit,2017-11-21T16:00:00-05:00,-490.76,m12_27_pa004_all_m12_24,2017-11-15T16:00:00-05:00,184.4400,M10-PA-004,ADBE,174.6600,1d,false
all_m12_24,原小范围全样本,short,198.0800,2018-01-25T16:00:00-05:00,198.2100,stop_hit,2018-01-25T16:00:00-05:00,-82.70,m12_27_pa004_all_m12_24,2018-01-24T16:00:00-05:00,198.2100,M10-PA-004,ADBE,197.8200,1d,false
all_m12_24,原小范围全样本,short,213.7200,2018-03-28T16:00:00-04:00,231.3400,stop_hit,2018-04-17T16:00:00-04:00,-483.67,m12_27_pa004_all_m12_24,2018-03-27T16:00:00-04:00,231.3400,M10-PA-004,ADBE,178.4800,1d,false
all_m12_24,原小范围全样本,short,244.4000,2018-05-30T16:00:00-04:00,245.9000,stop_hit,2018-05-30T16:00:00-04:00,-495.73,m12_27_pa004_all_m12_24,2018-05-29T16:00:00-04:00,245.9000,M10-PA-004,ADBE,241.4000,1d,false
all_m12_24,原小范围全样本,long,219.9900,2018-12-27T16:00:00-05:00,245.9300,target_hit,2019-01-18T16:00:00-05:00,953.40,m12_27_pa004_all_m12_24,2018-12-26T16:00:00-05:00,207.0200,M10-PA-004,ADBE,245.9300,1d,true
all_m12_24,原小范围全样本,short,258.1300,2019-02-20T16:00:00-05:00,263.3700,stop_hit,2019-02-28T16:00:00-05:00,-487.12,m12_27_pa004_all_m12_24,2019-02-19T16:00:00-05:00,263.3700,M10-PA-004,ADBE,247.6500,1d,false
all_m12_24,原小范围全样本,short,298.2400,2019-12-03T16:00:00-05:00,309.1700,stop_hit,2019-12-09T16:00:00-05:00,-482.56,m12_27_pa004_all_m12_24,2019-12-02T16:00:00-05:00,309.1700,M10-PA-004,ADBE,276.3800,1d,false
all_m12_24,原小范围全样本,short,326.2500,2019-12-31T16:00:00-05:00,331.5400,stop_hit,2020-01-02T16:00:00-05:00,-483.41,m12_27_pa004_all_m12_24,2019-12-30T16:00:00-05:00,331.5400,M10-PA-004,ADBE,315.6700,1d,false
all_m12_24,原小范围全样本,short,373.2400,2020-05-27T16:00:00-04:00,385.1200,stop_hit,2020-05-28T16:00:00-04:00,-478.09,m12_27_pa004_all_m12_24,2020-05-26T16:00:00-04:00,385.1200,M10-PA-004,ADBE,349.4800,1d,false
all_m12_24,原小范围全样本,short,427.1100,2020-06-29T16:00:00-04:00,446.1500,stop_hit,2020-07-02T16:00:00-04:00,-474.84,m12_27_pa004_all_m12_24,2020-06-26T16:00:00-04:00,446.1500,M10-PA-004,ADBE,389.0300,1d,false
all_m12_24,原小范围全样本,short,435.7400,2020-07-14T16:00:00-04:00,463.8000,stop_hit,2020-08-06T16:00:00-04:00,-471.80,m12_27_pa004_all_m12_24,2020-07-13T16:00:00-04:00,463.8000,M10-PA-004,ADBE,379.6200,1d,false
all_m12_24,原小范围全样本,short,497.9900,2020-12-31T16:00:00-05:00,480.1300,target_hit,2021-01-04T16:00:00-05:00,930.74,m12_27_pa004_all_m12_24,2020-12-30T16:00:00-05:00,506.9200,M10-PA-004,ADBE,480.1300,1d,true
all_m12_24,原小范围全样本,short,649.6100,2021-11-11T16:00:00-05:00,677.7600,stop_hit,2021-11-19T16:00:00-05:00,-474.82,m12_27_pa004_all_m12_24,2021-11-10T16:00:00-05:00,677.7600,M10-PA-004,ADBE,593.3100,1d,false
all_m12_24,原小范围全样本,long,518.9800,2022-01-31T16:00:00-05:00,483.3100,stop_hit,2022-02-11T16:00:00-05:00,-471.54,m12_27_pa004_all_m12_24,2022-01-28T16:00:00-05:00,483.3100,M10-PA-004,ADBE,590.3200,1d,false
all_m12_24,原小范围全样本,long,441.2600,2022-03-17T16:00:00-04:00,420.4400,max_holding_exit,2022-04-14T16:00:00-04:00,-293.55,m12_27_pa004_all_m12_24,2022-03-16T16:00:00-04:00,407.9400,M10-PA-004,ADBE,507.9000,1d,false
all_m12_24,原小范围全样本,long,415.5500,2022-05-05T16:00:00-04:00,394.0400,stop_hit,2022-05-06T16:00:00-04:00,-468.14,m12_27_pa004_all_m12_24,2022-05-04T16:00:00-04:00,394.0400,M10-PA-004,ADBE,458.5700,1d,false
all_m12_24,原小范围全样本,short,377.3600,2022-06-13T16:00:00-04:00,371.9400,max_holding_exit,2022-07-13T16:00:00-04:00,36.98,m12_27_pa004_all_m12_24,2022-06-10T16:00:00-04:00,444.4400,M10-PA-004,ADBE,243.2000,1d,true
all_m12_24,原小范围全样本,short,419.4100,2022-08-22T16:00:00-04:00,355.9300,target_hit,2022-09-15T16:00:00-04:00,927.33,m12_27_pa004_all_m12_24,2022-08-19T16:00:00-04:00,451.1500,M10-PA-004,ADBE,355.9300,1d,true
all_m12_24,原小范围全样本,long,377.2000,2022-09-08T16:00:00-04:00,361.4600,stop_hit,2022-09-15T16:00:00-04:00,-471.07,m12_27_pa004_all_m12_24,2022-09-07T16:00:00-04:00,361.4600,M10-PA-004,ADBE,408.6800,1d,false
all_m12_24,原小范围全样本,long,291.4100,2022-10-05T16:00:00-04:00,324.7700,target_hit,2022-10-26T16:00:00-04:00,931.31,m12_27_pa004_all_m12_24,2022-10-04T16:00:00-04:00,274.7300,M10-PA-004,ADBE,324.7700,1d,true
all_m12_24,原小范围全样本,short,368.6000,2023-04-26T16:00:00-04:00,333.8000,target_hit,2023-05-04T16:00:00-04:00,940.44,m12_27_pa004_all_m12_24,2023-04-25T16:00:00-04:00,386.0000,M10-PA-004,ADBE,333.8000,1d,true
all_m12_24,原小范围全样本,short,521.7500,2023-07-21T16:00:00-04:00,535.1300,stop_hit,2023-07-31T16:00:00-04:00,-479.63,m12_27_pa004_all_m12_24,2023-07-20T16:00:00-04:00,535.1300,M10-PA-004,ADBE,494.9900,1d,false
all_m12_24,原小范围全样本,long,530.6400,2023-10-31T16:00:00-04:00,594.5200,target_hit,2023-11-08T16:00:00-05:00,945.28,m12_27_pa004_all_m12_24,2023-10-30T16:00:00-04:00,498.7000,M10-PA-004,ADBE,594.5200,1d,true
all_m12_24,原小范围全样本,short,595.4500,2023-11-16T16:00:00-05:00,598.1400,stop_hit,2023-11-16T16:00:00-05:00,-451.24,m12_27_pa004_all_m12_24,2023-11-15T16:00:00-05:00,598.1400,M10-PA-004,ADBE,590.0700,1d,false
all_m12_24,原小范围全样本,short,609.2400,2023-12-01T16:00:00-05:00,625.8300,stop_hit,2023-12-11T16:00:00-05:00,-479.49,m12_27_pa004_all_m12_24,2023-11-30T16:00:00-05:00,625.8300,M10-PA-004,ADBE,576.0600,1d,false
all_m12_24,原小范围全样本,short,580.6000,2023-12-15T16:00:00-05:00,596.1000,max_holding_exit,2024-01-17T16:00:00-05:00,-138.78,m12_27_pa004_all_m12_24,2023-12-14T16:00:00-05:00,633.8900,M10-PA-004,ADBE,474.0200,1d,false
all_m12_24,原小范围全样本,long,553.0000,2024-03-08T16:00:00-05:00,528.0100,stop_hit,2024-03-15T16:00:00-04:00,-474.90,m12_27_pa004_all_m12_24,2024-03-07T16:00:00-05:00,528.0100,M10-PA-004,ADBE,602.9800,1d,false
all_m12_24,原小范围全样本,long,489.3900,2024-04-10T16:00:00-04:00,481.2800,stop_hit,2024-04-10T16:00:00-04:00,-476.11,m12_27_pa004_all_m12_24,2024-04-09T16:00:00-04:00,481.2800,M10-PA-004,ADBE,505.6100,1d,false
all_m12_24,原小范围全样本,long,472.9400,2024-04-24T16:00:00-04:00,463.0900,stop_hit,2024-04-30T16:00:00-04:00,-472.55,m12_27_pa004_all_m12_24,2024-04-23T16:00:00-04:00,463.0900,M10-PA-004,ADBE,492.6400,1d,false
all_m12_24,原小范围全样本,short,555.1000,2024-07-12T16:00:00-04:00,504.2000,target_hit,2024-08-05T16:00:00-04:00,929.53,m12_27_pa004_all_m12_24,2024-07-11T16:00:00-04:00,580.5500,M10-PA-004,ADBE,504.2000,1d,true
all_m12_24,原小范围全样本,long,446.8800,2024-12-27T16:00:00-05:00,432.4700,stop_hit,2025-01-03T16:00:00-05:00,-473.25,m12_27_pa004_all_m12_24,2024-12-26T16:00:00-05:00,432.4700,M10-PA-004,ADBE,475.7000,1d,false
all_m12_24,原小范围全样本,long,421.7000,2025-01-15T16:00:00-05:00,454.4600,target_hit,2025-02-11T16:00:00-05:00,933.53,m12_27_pa004_all_m12_24,2025-01-14T16:00:00-05:00,405.3200,M10-PA-004,ADBE,454.4600,1d,true
all_m12_24,原小范围全样本,short,411.4300,2025-06-12T16:00:00-04:00,388.3900,target_hit,2025-06-13T16:00:00-04:00,942.09,m12_27_pa004_all_m12_24,2025-06-11T16:00:00-04:00,422.9500,M10-PA-004,ADBE,388.3900,1d,true
all_m12_24,原小范围全样本,long,373.4900,2025-07-23T16:00:00-04:00,358.7100,stop_hit,2025-07-31T16:00:00-04:00,-479.76,m12_27_pa004_all_m12_24,2025-07-22T16:00:00-04:00,358.7100,M10-PA-004,ADBE,403.0500,1d,false
all_m12_24,原小范围全样本,long,321.6200,2025-12-02T16:00:00-05:00,341.6800,target_hit,2025-12-05T16:00:00-05:00,946.85,m12_27_pa004_all_m12_24,2025-12-01T16:00:00-05:00,311.5900,M10-PA-004,ADBE,341.6800,1d,true
all_m12_24,原小范围全样本,short,352.2100,2025-12-24T16:00:00-05:00,329.2300,target_hit,2026-01-05T16:00:00-05:00,956.62,m12_27_pa004_all_m12_24,2025-12-23T16:00:00-05:00,363.7000,M10-PA-004,ADBE,329.2300,1d,true
all_m12_24,原小范围全样本,long,265.2350,2026-02-17T16:00:00-05:00,255.7100,stop_hit,2026-02-20T16:00:00-05:00,-487.16,m12_27_pa004_all_m12_24,2026-02-13T16:00:00-05:00,255.7100,M10-PA-004,ADBE,284.2850,1d,false
all_m12_24,原小范围全样本,long,271.5100,2026-03-04T16:00:00-05:00,244.2800,stop_hit,2026-03-19T16:00:00-04:00,-482.99,m12_27_pa004_all_m12_24,2026-03-03T16:00:00-05:00,244.2800,M10-PA-004,ADBE,325.9700,1d,false
all_m12_24,原小范围全样本,long,241.6700,2026-03-31T16:00:00-04:00,233.7900,stop_hit,2026-04-09T16:00:00-04:00,-482.56,m12_27_pa004_all_m12_24,2026-03-30T16:00:00-04:00,233.7900,M10-PA-004,ADBE,257.4300,1d,false
all_m12_24,原小范围全样本,long,3.8200,2014-07-30T16:00:00-04:00,4.1200,target_hit,2014-08-06T16:00:00-04:00,997.35,m12_27_pa004_all_m12_24,2014-07-29T16:00:00-04:00,3.6700,M10-PA-004,AMD,4.1200,1d,true
all_m12_24,原小范围全样本,long,2.0700,2015-07-15T16:00:00-04:00,1.9300,stop_hit,2015-07-16T16:00:00-04:00,-506.43,m12_27_pa004_all_m12_24,2015-07-14T16:00:00-04:00,1.9300,M10-PA-004,AMD,2.3500,1d,false
all_m12_24,原小范围全样本,long,1.7700,2015-07-29T16:00:00-04:00,2.0100,target_hit,2015-08-03T16:00:00-04:00,1003.33,m12_27_pa004_all_m12_24,2015-07-28T16:00:00-04:00,1.6500,M10-PA-004,AMD,2.0100,1d,true
all_m12_24,原小范围全样本,short,2.2500,2015-12-03T16:00:00-05:00,2.4000,stop_hit,2015-12-08T16:00:00-05:00,-509.04,m12_27_pa004_all_m12_24,2015-12-02T16:00:00-05:00,2.4000,M10-PA-004,AMD,1.9500,1d,false
all_m12_24,原小范围全样本,short,7.1000,2016-10-28T16:00:00-04:00,7.6400,stop_hit,2016-11-16T16:00:00-05:00,-506.30,m12_27_pa004_all_m12_24,2016-10-27T16:00:00-04:00,7.6400,M10-PA-004,AMD,6.0200,1d,false
all_m12_24,原小范围全样本,short,11.2400,2016-12-29T16:00:00-05:00,11.7500,stop_hit,2016-12-30T16:00:00-05:00,-504.66,m12_27_pa004_all_m12_24,2016-12-28T16:00:00-05:00,11.7500,M10-PA-004,AMD,10.2200,1d,false
all_m12_24,原小范围全样本,short,13.8450,2017-07-28T16:00:00-04:00,12.1950,target_hit,2017-08-10T16:00:00-04:00,998.16,m12_27_pa004_all_m12_24,2017-07-27T16:00:00-04:00,14.6700,M10-PA-004,AMD,12.1950,1d,true
