strategy_id,strategy_title,symbol,timeframe,direction,bar_timestamp,hypothetical_entry_price,hypothetical_stop_price,hypothetical_target_price,current_reference_price,simulated_unrealized_pnl,simulated_unrealized_return_percent,review_status,risk_level
M10-PA-012,开盘区间突破,SLV,5m,看跌,2026-04-27T10:50:00,67.8400,68.3650,67.3550,68.33,-466.67,-0.47,等待收盘复核,中
M10-PA-001,趋势回调二次入场,USO,1d,看涨,2026-04-27T16:00:00-04:00,136.4900,110.3450,188.7800,134.72,-33.85,-0.03,等待收盘复核,高
M10-PA-012,开盘区间突破,USO,15m,看涨,2026-04-27T10:55:00,135.2200,133.7250,136.4300,134.72,-167.22,-0.17,等待收盘复核,中
M10-PA-012,开盘区间突破,USO,5m,看跌,2026-04-27T10:00:00,133.6380,134.9350,132.4280,134.72,-417.12,-0.42,等待收盘复核,中
M10-PA-001,趋势回调二次入场,TLT,1d,看跌,2026-04-27T16:00:00-04:00,86.1930,87.2100,84.1590,86.28,-42.77,-0.04,等待收盘复核,中
M10-PA-001,趋势回调二次入场,TLT,5m,看跌,2026-04-27T15:55:00,86.2800,86.3500,86.1400,86.28,0.00,0.00,等待收盘复核,低
M10-PA-012,开盘区间突破,TLT,15m,看跌,2026-04-27T11:10:00,86.3250,86.5800,86.1900,86.28,88.24,0.09,等待收盘复核,低
M10-PA-012,开盘区间突破,TLT,5m,看涨,2026-04-27T10:00:00,86.6010,86.4450,86.7360,86.28,-1028.85,-1.03,等待收盘复核,低
M10-PA-012,开盘区间突破,HYG,5m,看涨,2026-04-27T15:45:00,80.5150,80.4300,80.5950,80.51,-29.41,-0.03,等待收盘复核,低
M12-FTD-001,方方土日线趋势顺势信号K,HYG,1d,看涨,2026-04-27T16:00:00-04:00,80.54,80.42,80.78,80.51,-125.00,-0.13,等待收盘复核,中
M10-PA-001,趋势回调二次入场,LQD,1d,看跌,2026-04-27T16:00:00-04:00,109.1950,110.2900,107.0050,109.29,-43.38,-0.04,等待收盘复核,中
M10-PA-012,开盘区间突破,LQD,15m,看跌,2026-04-27T10:55:00,109.3850,109.5800,109.2350,109.29,243.59,0.24,等待收盘复核,低
M10-PA-012,开盘区间突破,LQD,5m,看跌,2026-04-27T10:55:00,109.3850,109.5800,109.2350,109.29,243.59,0.24,等待收盘复核,低
M10-PA-001,趋势回调二次入场,EEM,5m,看跌,2026-04-27T15:55:00,63.6150,63.6800,63.4850,63.64,-192.31,-0.19,等待收盘复核,低
M10-PA-012,开盘区间突破,EEM,15m,看跌,2026-04-27T13:55:00,63.5850,63.9700,63.2050,63.64,-71.43,-0.07,等待收盘复核,中
M10-PA-012,开盘区间突破,EEM,5m,看跌,2026-04-27T13:00:00,63.5750,63.9700,63.1950,63.64,-82.28,-0.08,等待收盘复核,中
M10-PA-001,趋势回调二次入场,EFA,1d,看涨,2026-04-27T16:00:00-04:00,102.0550,100.1500,105.8650,101.38,-177.17,-0.18,等待收盘复核,高
M10-PA-001,趋势回调二次入场,EFA,5m,看跌,2026-04-27T15:55:00,101.3650,101.5800,100.9350,101.38,-34.88,-0.03,等待收盘复核,低
M10-PA-002,突破后续跟进,EFA,5m,看跌,2026-04-27T15:55:00,101.3800,101.4400,101.2600,101.38,0.00,0.00,等待收盘复核,低
M10-PA-012,开盘区间突破,EFA,15m,看跌,2026-04-27T10:55:00,101.5450,102.0500,101.1750,101.38,163.37,0.16,等待收盘复核,低
M10-PA-012,开盘区间突破,EFA,5m,看跌,2026-04-27T10:30:00,101.6700,102.0500,101.3000,101.38,381.58,0.38,等待收盘复核,低
M10-PA-012,开盘区间突破,ARKK,15m,看跌,2026-04-27T11:25:00,76.2500,77.2000,75.3100,76.55,-157.89,-0.16,等待收盘复核,中
M10-PA-012,开盘区间突破,ARKK,5m,看跌,2026-04-27T11:20:00,76.1250,77.2000,75.1850,76.55,-197.67,-0.20,等待收盘复核,中
M10-PA-012,开盘区间突破,MSFT,15m,看涨,2026-04-27T10:25:00,424.6180,417.0700,430.9480,424.82,13.38,0.01,等待收盘复核,高
M10-PA-012,开盘区间突破,MSFT,5m,看涨,2026-04-27T10:25:00,424.6180,417.0700,430.9480,424.82,13.38,0.01,等待收盘复核,高
M10-PA-001,趋势回调二次入场,NVDA,5m,看涨,2026-04-27T15:55:00,216.8200,215.3000,219.8600,216.61,-69.08,-0.07,等待收盘复核,中
M10-PA-002,突破后续跟进,NVDA,1d,看涨,2026-04-27T16:00:00-04:00,216.6100,207.3800,235.0700,216.61,0.00,0.00,等待收盘复核,高
M10-PA-002,突破后续跟进,NVDA,15m,看涨,2026-04-27T15:55:00,216.6100,215.7500,218.3300,216.61,0.00,0.00,等待收盘复核,低
M10-PA-012,开盘区间突破,NVDA,15m,看涨,2026-04-27T12:40:00,213.0240,208.4000,216.5740,216.61,387.76,0.39,等待收盘复核,高
M10-PA-012,开盘区间突破,NVDA,5m,看涨,2026-04-27T12:30:00,212.5500,208.4000,216.1000,216.61,489.16,0.49,等待收盘复核,高
M12-FTD-001,方方土日线趋势顺势信号K,NVDA,1d,看涨,2026-04-27T16:00:00-04:00,216.83,207.38,235.72,216.61,-11.64,-0.01,等待收盘复核,中
M10-PA-002,突破后续跟进,GOOGL,5m,看跌,2026-04-27T15:55:00,350.3400,350.7000,349.6200,350.34,0.00,0.00,等待收盘复核,低
M10-PA-012,开盘区间突破,GOOGL,15m,看涨,2026-04-27T10:25:00,350.7500,342.7300,356.9600,350.34,-25.56,-0.03,等待收盘复核,高
M10-PA-012,开盘区间突破,GOOGL,5m,看涨,2026-04-27T10:00:00,349.4600,342.7300,355.6700,350.34,65.38,0.07,等待收盘复核,高
M12-FTD-001,方方土日线趋势顺势信号K,GOOGL,1d,看涨,2026-04-27T16:00:00-04:00,353.18,342.73,374.08,350.34,-135.89,-0.14,等待收盘复核,中
M10-PA-002,突破后续跟进,GOOG,5m,看跌,2026-04-27T15:55:00,348.5200,348.8700,347.8200,348.52,0.00,0.00,等待收盘复核,低
M10-PA-012,开盘区间突破,GOOG,15m,看涨,2026-04-27T10:25:00,348.6150,340.8100,354.6850,348.52,-6.09,-0.01,等待收盘复核,高
M10-PA-012,开盘区间突破,GOOG,5m,看涨,2026-04-27T10:00:00,347.4900,340.8100,353.5600,348.52,77.10,0.08,等待收盘复核,高
M12-FTD-001,方方土日线趋势顺势信号K,GOOG,1d,看涨,2026-04-27T16:00:00-04:00,350.90,340.81,371.08,348.52,-117.94,-0.12,等待收盘复核,中
M10-PA-012,开盘区间突破,META,15m,看涨,2026-04-27T10:55:00,681.4200,670.8430,689.3470,678.62,-132.36,-0.13,等待收盘复核,高
M10-PA-012,开盘区间突破,META,5m,看涨,2026-04-27T10:45:00,679.7700,670.8430,687.6970,678.62,-64.41,-0.06,等待收盘复核,中
M12-FTD-001,方方土日线趋势顺势信号K,META,1d,看涨,2026-04-27T16:00:00-04:00,682.50,670.84,705.82,678.62,-166.38,-0.17,等待收盘复核,中
M10-PA-001,趋势回调二次入场,TSLA,1d,看跌,2026-04-27T16:00:00-04:00,364.0200,409.2800,273.5000,378.67,-161.84,-0.16,等待收盘复核,高
M10-PA-012,开盘区间突破,TSLA,15m,看涨,2026-04-27T12:40:00,373.0200,365.3500,379.8400,378.67,368.32,0.37,等待收盘复核,高
M10-PA-012,开盘区间突破,TSLA,5m,看跌,2026-04-27T11:00:00,364.8900,372.1700,358.0700,378.67,-946.43,-0.95,等待收盘复核,高
M10-PA-001,趋势回调二次入场,AVGO,5m,看涨,2026-04-27T15:55:00,418.4400,415.8800,423.5600,418.20,-46.88,-0.05,等待收盘复核,中
M10-PA-002,突破后续跟进,AVGO,15m,看涨,2026-04-27T15:55:00,418.2000,416.5800,421.4400,418.20,0.00,0.00,等待收盘复核,低
M10-PA-012,开盘区间突破,AVGO,15m,看跌,2026-04-27T10:55:00,415.5230,422.7000,408.6430,418.20,-186.50,-0.19,等待收盘复核,高
M10-PA-012,开盘区间突破,AVGO,5m,看跌,2026-04-27T10:45:00,415.1700,422.7000,408.2900,418.20,-201.20,-0.20,等待收盘复核,高
M10-PA-001,趋势回调二次入场,INTC,5m,看涨,2026-04-27T15:55:00,85.0000,83.5700,87.8600,84.99,-3.50,-0.00,等待收盘复核,高
M10-PA-002,突破后续跟进,INTC,15m,看涨,2026-04-27T15:55:00,84.9900,84.2000,86.5700,84.99,0.00,0.00,等待收盘复核,中
M10-PA-002,突破后续跟进,INTC,5m,看涨,2026-04-27T15:55:00,84.9900,84.3300,86.3100,84.99,0.00,0.00,等待收盘复核,中
M10-PA-012,开盘区间突破,INTC,5m,看涨,2026-04-27T10:00:00,86.8800,82.7900,90.9200,84.99,-231.05,-0.23,等待收盘复核,高
M10-PA-002,突破后续跟进,MU,1d,看涨,2026-04-27T16:00:00-04:00,524.5600,510.0190,553.6420,524.56,0.00,0.00,等待收盘复核,高
M10-PA-002,突破后续跟进,MU,5m,看涨,2026-04-27T15:55:00,524.5600,522.0100,529.6600,524.56,0.00,0.00,等待收盘复核,低
M12-FTD-001,方方土日线趋势顺势信号K,MU,1d,看涨,2026-04-27T16:00:00-04:00,531.36,510.02,574.04,524.56,-159.33,-0.16,等待收盘复核,中
M10-PA-001,趋势回调二次入场,QCOM,5m,看涨,2026-04-27T15:55:00,150.6500,149.3300,153.2900,150.26,-147.73,-0.15,等待收盘复核,中
M10-PA-012,开盘区间突破,QCOM,15m,看跌,2026-04-27T10:10:00,149.5500,160.9400,140.1700,150.26,-31.17,-0.03,等待收盘复核,高
M10-PA-012,开盘区间突破,QCOM,5m,看跌,2026-04-27T10:00:00,151.4650,160.9400,142.0850,150.26,63.59,0.06,等待收盘复核,高
M10-PA-012,开盘区间突破,ORCL,15m,看涨,2026-04-27T13:25:00,172.9700,168.6000,177.0400,172.96,-1.14,-0.00,等待收盘复核,高
M10-PA-012,开盘区间突破,ORCL,5m,看涨,2026-04-27T13:20:00,172.8070,168.6000,176.8770,172.96,18.18,0.02,等待收盘复核,高
M10-PA-001,趋势回调二次入场,CRM,5m,看跌,2026-04-27T15:55:00,180.0100,181.6000,176.8300,180.18,-53.46,-0.05,等待收盘复核,中
M10-PA-002,突破后续跟进,CRM,15m,看跌,2026-04-27T15:55:00,180.1800,181.5500,177.4400,180.18,0.00,0.00,等待收盘复核,中
M10-PA-012,开盘区间突破,CRM,15m,看涨,2026-04-27T10:25:00,184.2200,177.5100,190.3900,180.18,-301.04,-0.30,等待收盘复核,高
M10-PA-012,开盘区间突破,CRM,5m,看涨,2026-04-27T10:25:00,184.2200,177.5100,190.3900,180.18,-301.04,-0.30,等待收盘复核,高
M10-PA-001,趋势回调二次入场,ADBE,5m,看跌,2026-04-27T15:55:00,239.1100,240.5600,236.2100,239.31,-68.97,-0.07,等待收盘复核,中
M10-PA-002,突破后续跟进,ADBE,15m,看跌,2026-04-27T15:55:00,239.3100,240.3400,237.2500,239.31,0.00,0.00,等待收盘复核,低
M10-PA-002,突破后续跟进,ADBE,5m,看跌,2026-04-27T15:55:00,239.3100,239.7000,238.5300,239.31,0.00,0.00,等待收盘复核,低
M10-PA-012,开盘区间突破,ADBE,5m,看跌,2026-04-27T15:05:00,239.5200,245.8820,233.1980,239.31,16.50,0.02,等待收盘复核,高
M10-PA-002,突破后续跟进,NOW,15m,看跌,2026-04-27T15:55:00,90.4500,90.7790,89.7920,90.45,0.00,0.00,等待收盘复核,低
M10-PA-012,开盘区间突破,NOW,15m,看涨,2026-04-27T10:10:00,91.7400,87.8200,95.6350,90.45,-164.54,-0.16,等待收盘复核,高
M10-PA-012,开盘区间突破,NOW,5m,看涨,2026-04-27T10:10:00,91.7400,87.8200,95.6350,90.45,-164.54,-0.16,等待收盘复核,高
M10-PA-012,开盘区间突破,SNOW,15m,看涨,2026-04-27T14:10:00,145.9900,140.0100,151.4800,144.25,-145.48,-0.15,等待收盘复核,高
M10-PA-012,开盘区间突破,SNOW,5m,看涨,2026-04-27T14:10:00,145.9900,140.0100,151.4800,144.25,-145.48,-0.15,等待收盘复核,高
M10-PA-001,趋势回调二次入场,PLTR,5m,看跌,2026-04-27T15:55:00,142.9100,143.3400,142.0500,143.10,-220.93,-0.22,等待收盘复核,低
M10-PA-012,开盘区间突破,PLTR,15m,看涨,2026-04-27T10:40:00,144.8100,141.0100,148.5300,143.10,-225.00,-0.23,等待收盘复核,高
M10-PA-012,开盘区间突破,PLTR,5m,看涨,2026-04-27T10:40:00,144.8100,141.0100,148.5300,143.10,-225.00,-0.23,等待收盘复核,高
M10-PA-001,趋势回调二次入场,PANW,1d,看涨,2026-04-27T16:00:00-04:00,184.0200,165.0000,222.0600,182.90,-29.44,-0.03,等待收盘复核,高
M10-PA-002,突破后续跟进,PANW,1d,看涨,2026-04-27T16:00:00-04:00,182.9000,176.5000,195.7000,182.90,0.00,0.00,等待收盘复核,高
M10-PA-012,开盘区间突破,PANW,15m,看涨,2026-04-27T10:25:00,183.4000,176.5000,189.3000,182.90,-36.23,-0.04,等待收盘复核,高
M10-PA-012,开盘区间突破,PANW,5m,看涨,2026-04-27T10:25:00,183.4000,176.5000,189.3000,182.90,-36.23,-0.04,等待收盘复核,高
M12-FTD-001,方方土日线趋势顺势信号K,PANW,1d,看涨,2026-04-27T16:00:00-04:00,184.02,176.50,199.06,182.90,-74.47,-0.07,等待收盘复核,中
