direction,entry_timestamp,exit_timestamp,holding_bars,hypothetical_entry_price,hypothetical_exit_price,hypothetical_stop_price,hypothetical_target_price,outcome,signal_timestamp,simulated_profit,strategy_id,symbol
看涨,2026-03-18T16:00:00-04:00,2026-03-19T16:00:00-04:00,2,307.91,304.35,304.35,315.02,止损,2026-03-17T16:00:00-04:00,-500.00,M12-FTD-001,GOOG
看跌,2026-03-23T16:00:00-04:00,2026-03-24T16:00:00-04:00,2,300.53,292.85,304.37,292.85,止盈,2026-03-20T16:00:00-04:00,1000.00,M12-FTD-001,GOOG
看跌,2026-03-30T16:00:00-04:00,2026-03-31T16:00:00-04:00,2,275.44,279.09,279.09,268.14,止损,2026-03-27T16:00:00-04:00,-500.00,M12-FTD-001,GOOG
看跌,2026-03-31T16:00:00-04:00,2026-03-31T16:00:00-04:00,1,277.54,276.26,276.26,280.10,止损,2026-03-30T16:00:00-04:00,500.00,M12-FTD-001,GOOG
看涨,2026-04-08T16:00:00-04:00,2026-04-30T16:00:00-04:00,17,317.83,362.64,295.43,362.64,止盈,2026-04-07T16:00:00-04:00,1000.00,M12-FTD-001,GOOG
看涨,2026-04-15T16:00:00-04:00,2026-04-27T16:00:00-04:00,9,330.56,349.38,321.15,349.38,止盈,2026-04-14T16:00:00-04:00,1000.00,M12-FTD-001,GOOG
看涨,2026-04-16T16:00:00-04:00,2026-04-27T16:00:00-04:00,8,335.85,350.23,328.66,350.23,止盈,2026-04-15T16:00:00-04:00,1000.00,M12-FTD-001,GOOG
看跌,2026-04-22T16:00:00-04:00,2026-04-22T16:00:00-04:00,1,334.89,337.17,337.17,330.32,止损,2026-04-21T16:00:00-04:00,-500.00,M12-FTD-001,GOOG
看涨,2026-04-27T16:00:00-04:00,2026-04-30T16:00:00-04:00,4,343.88,363.54,334.05,363.54,止盈,2026-04-24T16:00:00-04:00,1000.00,M12-FTD-001,GOOG
看涨,2026-04-28T16:00:00-04:00,2026-04-30T16:00:00-04:00,3,346.92,359.14,340.81,359.14,止盈,2026-04-27T16:00:00-04:00,1000.00,M12-FTD-001,GOOG
看涨,2026-05-04T16:00:00-04:00,2026-05-07T16:00:00-04:00,4,382.32,396.44,375.26,396.44,止盈,2026-05-01T16:00:00-04:00,1000.00,M12-FTD-001,GOOG
看涨,2026-05-07T16:00:00-04:00,2026-05-11T16:00:00-04:00,3,397.06,387.10,387.10,416.98,止损,2026-05-06T16:00:00-04:00,-500.00,M12-FTD-001,GOOG
看涨,2026-05-11T16:00:00-04:00,2026-05-11T16:00:00-04:00,1,390.69,393.67,393.67,384.73,止损,2026-05-08T16:00:00-04:00,500.00,M12-FTD-001,GOOG
看跌,2026-05-20T16:00:00-04:00,2026-06-02T16:00:00-04:00,9,385.04,368.39,393.36,368.39,止盈,2026-05-19T16:00:00-04:00,1000.00,M12-FTD-001,GOOG
看跌,2026-05-26T16:00:00-04:00,2026-05-26T16:00:00-04:00,1,381.00,384.87,384.87,373.25,止损,2026-05-22T16:00:00-04:00,-500.00,M12-FTD-001,GOOG
看涨,2026-06-17T16:00:00-04:00,2026-06-17T16:00:00-04:00,1,367.05,365.32,365.32,370.51,止损,2026-06-16T16:00:00-04:00,-500.00,M12-FTD-001,GOOG
看跌,2026-06-29T16:00:00-04:00,2026-06-29T16:00:00-04:00,1,339.95,344.12,344.12,331.61,止损,2026-06-26T16:00:00-04:00,-500.00,M12-FTD-001,GOOG
看跌,2012-05-30T16:00:00-04:00,2012-06-18T16:00:00-04:00,14,28.70,31.69,31.69,22.71,止损,2012-05-29T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-06-06T16:00:00-04:00,2012-06-08T16:00:00-04:00,3,26.07,27.76,27.76,22.69,止损,2012-06-05T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2012-06-18T16:00:00-04:00,2012-06-22T16:00:00-04:00,5,29.96,33.17,28.35,33.17,止盈,2012-06-15T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2012-06-19T16:00:00-04:00,2012-07-16T16:00:00-04:00,19,31.54,29.41,29.41,35.79,止损,2012-06-18T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2012-06-25T16:00:00-04:00,2012-06-25T16:00:00-04:00,1,32.86,32.06,32.06,34.46,止损,2012-06-22T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-07-02T16:00:00-04:00,2012-07-09T16:00:00-04:00,5,31.25,31.99,31.99,29.77,止损,2012-06-29T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-07-03T16:00:00-04:00,2012-07-06T16:00:00-04:00,3,30.91,31.73,31.73,29.27,止损,2012-07-02T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2012-07-09T16:00:00-04:00,2012-07-10T16:00:00-04:00,2,32.10,31.26,31.26,33.78,止损,2012-07-06T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-07-16T16:00:00-04:00,2012-07-16T16:00:00-04:00,1,30.50,29.36,31.07,29.36,止盈,2012-07-13T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2012-07-17T16:00:00-04:00,2012-07-27T16:00:00-04:00,9,28.48,24.44,30.50,24.44,止盈,2012-07-16T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2012-08-01T16:00:00-04:00,2012-08-28T16:00:00-04:00,20,21.50,19.34,23.37,17.76,到期退出,2012-07-31T16:00:00-04:00,577.54,M12-FTD-001,META
看跌,2012-08-02T16:00:00-04:00,2012-08-03T16:00:00-04:00,2,20.77,21.58,21.58,19.15,止损,2012-08-01T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-08-03T16:00:00-04:00,2012-08-03T16:00:00-04:00,1,20.36,20.84,20.84,19.40,止损,2012-08-02T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2012-08-13T16:00:00-04:00,2012-08-14T16:00:00-04:00,2,22.15,21.13,21.13,24.19,止损,2012-08-10T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-08-15T16:00:00-04:00,2012-08-31T16:00:00-04:00,13,20.64,18.72,21.60,18.72,止盈,2012-08-14T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2012-08-20T16:00:00-04:00,2012-08-20T16:00:00-04:00,1,19.05,20.08,20.08,16.99,止损,2012-08-17T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-08-28T16:00:00-04:00,2012-08-31T16:00:00-04:00,4,19.10,18.24,19.53,18.24,止盈,2012-08-27T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2012-08-31T16:00:00-04:00,2012-09-11T16:00:00-04:00,7,18.68,19.45,19.45,17.14,止损,2012-08-30T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-09-04T16:00:00-04:00,2012-09-05T16:00:00-04:00,2,18.08,18.70,18.70,16.84,止损,2012-08-31T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2012-09-20T16:00:00-04:00,2012-09-24T16:00:00-04:00,3,23.02,21.77,21.77,25.52,止损,2012-09-19T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-09-26T16:00:00-04:00,2012-09-28T16:00:00-04:00,3,20.15,21.21,21.21,18.02,止损,2012-09-25T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-10-31T16:00:00-04:00,2012-11-16T16:00:00-05:00,13,20.82,22.88,22.88,16.70,止损,2012-10-26T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2012-11-08T16:00:00-05:00,2012-11-09T16:00:00-05:00,2,20.52,19.66,20.95,19.66,止盈,2012-11-07T16:00:00-05:00,1000.00,M12-FTD-001,META
看跌,2012-11-09T16:00:00-05:00,2012-11-14T16:00:00-05:00,4,19.96,20.73,20.73,18.41,止损,2012-11-08T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2012-11-12T16:00:00-05:00,2012-11-12T16:00:00-05:00,1,19.15,20.00,20.00,17.45,止损,2012-11-09T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2012-11-23T16:00:00-05:00,2012-11-30T16:00:00-05:00,6,24.58,27.64,23.05,27.64,止盈,2012-11-21T16:00:00-05:00,1000.00,M12-FTD-001,META
看涨,2012-11-30T16:00:00-05:00,2012-12-21T16:00:00-05:00,16,27.26,26.16,26.16,29.46,止损,2012-11-29T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2012-12-03T16:00:00-05:00,2012-12-04T16:00:00-05:00,2,28.00,26.76,26.76,30.48,止损,2012-11-30T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2012-12-11T16:00:00-05:00,2012-12-14T16:00:00-05:00,4,28.07,27.10,27.10,30.01,止损,2012-12-10T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2012-12-24T16:00:00-05:00,2012-12-26T16:00:00-05:00,2,26.50,27.01,27.01,25.48,止损,2012-12-21T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2013-01-03T16:00:00-05:00,2013-01-04T16:00:00-05:00,2,27.88,28.80,27.42,28.80,止盈,2013-01-02T16:00:00-05:00,1000.00,M12-FTD-001,META
看涨,2013-01-08T16:00:00-05:00,2013-01-10T16:00:00-05:00,3,29.51,31.23,28.65,31.23,止盈,2013-01-07T16:00:00-05:00,1000.00,M12-FTD-001,META
看涨,2013-01-11T16:00:00-05:00,2013-01-15T16:00:00-05:00,3,31.28,30.28,30.28,33.28,止损,2013-01-10T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2013-01-14T16:00:00-05:00,2013-01-14T16:00:00-05:00,1,32.08,31.10,31.10,34.04,止损,2013-01-11T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2013-01-29T16:00:00-05:00,2013-01-29T16:00:00-05:00,1,32.00,31.81,31.81,32.38,止损,2013-01-28T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-02-05T16:00:00-05:00,2013-02-06T16:00:00-05:00,2,28.26,29.20,29.20,26.38,止损,2013-02-04T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-02-12T16:00:00-05:00,2013-02-15T16:00:00-05:00,4,27.67,28.68,28.68,25.65,止损,2013-02-11T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2013-02-15T16:00:00-05:00,2013-02-21T16:00:00-05:00,4,28.52,28.01,28.01,29.54,止损,2013-02-14T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-02-22T16:00:00-05:00,2013-03-07T16:00:00-05:00,10,27.62,28.55,28.55,25.76,止损,2013-02-21T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2013-03-04T16:00:00-05:00,2013-03-15T16:00:00-04:00,10,27.76,26.81,26.81,29.66,止损,2013-03-01T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-03-06T16:00:00-05:00,2013-03-06T16:00:00-05:00,1,28.10,27.94,28.18,27.94,止盈,2013-03-05T16:00:00-05:00,1000.00,M12-FTD-001,META
看跌,2013-03-14T16:00:00-04:00,2013-03-18T16:00:00-04:00,3,27.10,26.00,27.65,26.00,止盈,2013-03-13T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-03-18T16:00:00-04:00,2013-03-27T16:00:00-04:00,8,26.37,24.99,27.06,24.99,止盈,2013-03-15T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-03-26T16:00:00-04:00,2013-03-27T16:00:00-04:00,2,25.08,25.80,25.80,23.64,止损,2013-03-25T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-03-28T16:00:00-04:00,2013-04-25T16:00:00-04:00,20,26.09,26.14,24.72,28.83,到期退出,2013-03-27T16:00:00-04:00,18.25,M12-FTD-001,META
看涨,2013-04-05T16:00:00-04:00,2013-04-18T16:00:00-04:00,10,26.86,26.11,26.11,28.36,止损,2013-04-04T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-04-08T16:00:00-04:00,2013-04-09T16:00:00-04:00,2,27.19,26.61,26.61,28.35,止损,2013-04-05T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-04-12T16:00:00-04:00,2013-04-12T16:00:00-04:00,1,28.00,27.25,27.25,29.50,止损,2013-04-11T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-04-16T16:00:00-04:00,2013-04-18T16:00:00-04:00,3,26.81,25.47,27.48,25.47,止盈,2013-04-15T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-04-19T16:00:00-04:00,2013-04-26T16:00:00-04:00,6,25.62,26.82,26.82,23.22,止损,2013-04-18T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-05-01T16:00:00-04:00,2013-05-07T16:00:00-04:00,5,27.85,27.01,27.01,29.54,止损,2013-04-30T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-05-07T16:00:00-04:00,2013-05-20T16:00:00-04:00,10,27.55,25.73,28.46,25.73,止盈,2013-05-06T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-05-08T16:00:00-04:00,2013-05-22T16:00:00-04:00,11,26.88,24.94,27.85,24.94,止盈,2013-05-07T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-05-13T16:00:00-04:00,2013-05-13T16:00:00-04:00,1,26.60,27.30,27.30,25.20,止损,2013-05-10T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-05-22T16:00:00-04:00,2013-05-23T16:00:00-04:00,2,25.65,24.80,26.08,24.80,止盈,2013-05-21T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-05-23T16:00:00-04:00,2013-06-06T16:00:00-04:00,10,24.80,22.70,25.85,22.70,止盈,2013-05-22T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-05-28T16:00:00-04:00,2013-05-29T16:00:00-04:00,2,24.54,23.68,24.97,23.68,止盈,2013-05-24T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-05-29T16:00:00-04:00,2013-05-30T16:00:00-04:00,2,23.79,24.54,24.54,22.29,止损,2013-05-28T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-05-30T16:00:00-04:00,2013-05-30T16:00:00-04:00,1,24.13,23.81,23.81,24.77,止损,2013-05-29T16:00:00-04:00,500.00,M12-FTD-001,META
看跌,2013-06-04T16:00:00-04:00,2013-06-05T16:00:00-04:00,2,23.89,23.03,24.32,23.03,止盈,2013-06-03T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-06-05T16:00:00-04:00,2013-06-10T16:00:00-04:00,4,23.35,23.93,23.93,22.19,止损,2013-06-04T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-06-06T16:00:00-04:00,2013-06-10T16:00:00-04:00,3,22.99,23.71,23.71,21.56,止损,2013-06-05T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-06-10T16:00:00-04:00,2013-07-08T16:00:00-04:00,20,24.06,24.71,22.86,26.46,到期退出,2013-06-07T16:00:00-04:00,270.83,M12-FTD-001,META
看跌,2013-06-13T16:00:00-04:00,2013-06-18T16:00:00-04:00,4,23.72,24.26,24.26,22.64,止损,2013-06-12T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-07-01T16:00:00-04:00,2013-07-02T16:00:00-04:00,2,24.97,24.42,24.42,26.07,止损,2013-06-28T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-07-03T16:00:00-04:00,2013-07-08T16:00:00-04:00,3,24.22,24.77,24.77,23.12,止损,2013-07-02T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-07-10T16:00:00-04:00,2013-07-16T16:00:00-04:00,5,25.58,26.68,25.03,26.68,止盈,2013-07-09T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2013-07-11T16:00:00-04:00,2013-07-11T16:00:00-04:00,1,25.96,25.47,25.47,26.94,止损,2013-07-10T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-07-16T16:00:00-04:00,2013-07-19T16:00:00-04:00,4,26.39,25.65,25.65,27.87,止损,2013-07-15T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-07-18T16:00:00-04:00,2013-07-18T16:00:00-04:00,1,26.75,26.30,26.30,27.65,止损,2013-07-17T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-07-25T16:00:00-04:00,2013-08-21T16:00:00-04:00,20,33.55,38.32,26.05,48.54,到期退出,2013-07-24T16:00:00-04:00,318.55,M12-FTD-001,META
看涨,2013-07-26T16:00:00-04:00,2013-07-30T16:00:00-04:00,3,33.77,35.81,32.75,35.81,止盈,2013-07-25T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2013-07-31T16:00:00-04:00,2013-08-27T16:00:00-04:00,20,37.96,39.64,35.32,43.24,到期退出,2013-07-30T16:00:00-04:00,318.18,M12-FTD-001,META
看涨,2013-08-06T16:00:00-04:00,2013-08-06T16:00:00-04:00,1,39.11,38.25,38.25,40.83,止损,2013-08-05T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-08-14T16:00:00-04:00,2013-08-20T16:00:00-04:00,5,36.83,38.32,38.32,33.85,止损,2013-08-13T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-08-26T16:00:00-04:00,2013-09-11T16:00:00-04:00,12,40.90,44.84,38.93,44.84,止盈,2013-08-23T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2013-09-09T16:00:00-04:00,2013-09-24T16:00:00-04:00,12,44.36,48.28,42.40,48.28,止盈,2013-09-06T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-09-16T16:00:00-04:00,2013-09-16T16:00:00-04:00,1,44.85,44.39,45.08,44.39,止盈,2013-09-13T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-09-17T16:00:00-04:00,2013-09-17T16:00:00-04:00,1,42.50,44.94,44.94,37.62,止损,2013-09-16T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-09-19T16:00:00-04:00,2013-09-24T16:00:00-04:00,4,45.51,47.74,44.40,47.74,止盈,2013-09-18T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2013-09-20T16:00:00-04:00,2013-09-24T16:00:00-04:00,3,46.32,48.50,45.23,48.50,止盈,2013-09-19T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2013-09-23T16:00:00-04:00,2013-09-26T16:00:00-04:00,4,47.28,50.36,45.74,50.36,止盈,2013-09-20T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2013-09-30T16:00:00-04:00,2013-09-30T16:00:00-04:00,1,50.14,49.86,49.86,50.70,止损,2013-09-27T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-10-04T16:00:00-04:00,2013-10-04T16:00:00-04:00,1,49.77,50.72,50.72,47.87,止损,2013-10-03T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-10-09T16:00:00-04:00,2013-10-15T16:00:00-04:00,5,47.38,50.60,50.60,40.93,止损,2013-10-08T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2013-10-18T16:00:00-04:00,2013-10-28T16:00:00-04:00,7,54.18,50.95,50.95,60.64,止损,2013-10-17T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-10-23T16:00:00-04:00,2013-11-11T16:00:00-05:00,14,51.75,45.73,54.76,45.73,止盈,2013-10-22T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-10-29T16:00:00-04:00,2013-10-30T16:00:00-04:00,2,50.73,48.79,51.70,48.79,止盈,2013-10-28T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2013-10-30T16:00:00-04:00,2013-10-31T16:00:00-04:00,2,50.00,50.79,50.79,48.42,止损,2013-10-29T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-10-31T16:00:00-04:00,2013-10-31T16:00:00-04:00,1,47.16,50.21,50.21,41.05,止损,2013-10-30T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2013-11-05T16:00:00-05:00,2013-11-05T16:00:00-05:00,1,47.79,49.75,49.75,43.87,止损,2013-11-04T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-11-08T16:00:00-05:00,2013-11-26T16:00:00-05:00,13,47.81,43.69,49.87,43.69,止盈,2013-11-07T16:00:00-05:00,1000.00,M12-FTD-001,META
看跌,2013-11-12T16:00:00-05:00,2013-11-13T16:00:00-05:00,2,46.00,47.53,47.53,42.94,止损,2013-11-11T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2013-11-14T16:00:00-05:00,2013-11-18T16:00:00-05:00,3,48.70,46.06,46.06,53.98,止损,2013-11-13T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-11-26T16:00:00-05:00,2013-11-27T16:00:00-05:00,2,44.66,46.65,46.65,40.68,止损,2013-11-25T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2013-11-29T16:00:00-05:00,2013-12-06T16:00:00-05:00,6,46.75,49.19,45.53,49.19,止盈,2013-11-27T16:00:00-05:00,1000.00,M12-FTD-001,META
看涨,2013-12-02T16:00:00-05:00,2013-12-02T16:00:00-05:00,1,46.90,46.50,46.50,47.70,止损,2013-11-29T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-12-09T16:00:00-05:00,2013-12-10T16:00:00-05:00,2,48.09,49.39,49.39,45.49,止损,2013-12-06T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2013-12-11T16:00:00-05:00,2013-12-17T16:00:00-05:00,5,50.55,54.57,48.54,54.57,止盈,2013-12-10T16:00:00-05:00,1000.00,M12-FTD-001,META
看涨,2013-12-16T16:00:00-05:00,2013-12-23T16:00:00-05:00,6,53.25,57.07,51.34,57.07,止盈,2013-12-13T16:00:00-05:00,1000.00,M12-FTD-001,META
看涨,2013-12-24T16:00:00-05:00,2013-12-27T16:00:00-05:00,3,58.27,55.45,55.45,63.91,止损,2013-12-23T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-12-30T16:00:00-05:00,2014-01-07T16:00:00-05:00,6,54.93,57.68,57.68,49.43,止损,2013-12-27T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2013-12-31T16:00:00-05:00,2014-01-02T16:00:00-05:00,2,54.12,55.18,55.18,52.00,止损,2013-12-30T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2014-01-21T16:00:00-05:00,2014-01-21T16:00:00-05:00,1,56.60,57.82,57.82,54.16,止损,2014-01-17T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2014-01-27T16:00:00-05:00,2014-01-30T16:00:00-05:00,4,54.73,56.42,56.42,51.35,止损,2014-01-24T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2014-02-03T16:00:00-05:00,2014-02-19T16:00:00-05:00,12,63.03,68.75,60.17,68.75,止盈,2014-01-31T16:00:00-05:00,1000.00,M12-FTD-001,META
看涨,2014-02-21T16:00:00-05:00,2014-03-20T16:00:00-04:00,20,69.69,66.97,65.73,77.62,到期退出,2014-02-20T16:00:00-05:00,-343.17,M12-FTD-001,META
看跌,2014-02-27T16:00:00-05:00,2014-03-05T16:00:00-05:00,5,69.34,71.22,71.22,65.58,止损,2014-02-26T16:00:00-05:00,-500.00,M12-FTD-001,META
看涨,2014-03-06T16:00:00-05:00,2014-03-07T16:00:00-05:00,2,71.88,69.62,69.62,76.40,止损,2014-03-05T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2014-03-10T16:00:00-04:00,2014-03-10T16:00:00-04:00,1,70.77,71.18,71.18,69.95,止损,2014-03-07T16:00:00-05:00,-500.00,M12-FTD-001,META
看跌,2014-03-17T16:00:00-04:00,2014-03-18T16:00:00-04:00,2,68.18,69.43,69.43,65.68,止损,2014-03-14T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2014-03-21T16:00:00-04:00,2014-03-24T16:00:00-04:00,2,67.53,66.13,68.23,66.13,止盈,2014-03-20T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2014-04-02T16:00:00-04:00,2014-04-03T16:00:00-04:00,2,63.21,60.24,60.24,69.15,止损,2014-04-01T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2014-04-07T16:00:00-04:00,2014-04-09T16:00:00-04:00,3,55.90,60.20,60.20,47.30,止损,2014-04-04T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-04-10T16:00:00-04:00,2014-04-10T16:00:00-04:00,1,63.08,59.19,59.19,70.86,止损,2014-04-09T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2014-04-25T16:00:00-04:00,2014-05-22T16:00:00-04:00,20,59.97,60.52,63.65,52.61,到期退出,2014-04-24T16:00:00-04:00,-74.73,M12-FTD-001,META
看跌,2014-04-28T16:00:00-04:00,2014-05-01T16:00:00-04:00,4,58.05,60.01,60.01,54.13,止损,2014-04-25T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-05-01T16:00:00-04:00,2014-05-07T16:00:00-04:00,5,60.43,57.16,57.16,66.97,止损,2014-04-30T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-05-13T16:00:00-04:00,2014-05-15T16:00:00-04:00,3,59.66,57.98,57.98,63.02,止损,2014-05-12T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2014-05-16T16:00:00-04:00,2014-05-19T16:00:00-04:00,2,58.31,59.38,59.38,56.17,止损,2014-05-15T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-05-20T16:00:00-04:00,2014-05-27T16:00:00-04:00,5,59.50,63.36,57.57,63.36,止盈,2014-05-19T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2014-05-28T16:00:00-04:00,2014-06-24T16:00:00-04:00,20,63.39,67.03,61.57,67.03,止盈,2014-05-27T16:00:00-04:00,1000.00,M12-FTD-001,META
看跌,2014-06-09T16:00:00-04:00,2014-06-10T16:00:00-04:00,2,62.40,63.48,63.48,60.24,止损,2014-06-06T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-06-11T16:00:00-04:00,2014-06-20T16:00:00-04:00,8,65.32,63.50,63.50,68.96,止损,2014-06-10T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-06-19T16:00:00-04:00,2014-06-20T16:00:00-04:00,2,65.46,64.05,64.05,68.28,止损,2014-06-18T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-06-24T16:00:00-04:00,2014-06-26T16:00:00-04:00,3,65.36,67.64,64.22,67.64,止盈,2014-06-23T16:00:00-04:00,1000.00,M12-FTD-001,META
看涨,2014-06-26T16:00:00-04:00,2014-07-07T16:00:00-04:00,7,68.00,65.57,65.57,72.86,止损,2014-06-25T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2014-07-08T16:00:00-04:00,2014-07-11T16:00:00-04:00,4,65.06,66.57,66.57,62.04,止损,2014-07-07T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2014-07-09T16:00:00-04:00,2014-07-11T16:00:00-04:00,3,63.41,65.56,65.56,59.11,止损,2014-07-08T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-07-15T16:00:00-04:00,2014-07-15T16:00:00-04:00,1,67.96,66.90,66.90,70.08,止损,2014-07-14T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2014-07-30T16:00:00-04:00,2014-07-30T16:00:00-04:00,1,74.21,74.92,74.92,72.79,止损,2014-07-29T16:00:00-04:00,-500.00,M12-FTD-001,META
看涨,2014-08-15T16:00:00-04:00,2014-08-15T16:00:00-04:00,1,74.32,73.69,73.69,75.58,止损,2014-08-14T16:00:00-04:00,-500.00,M12-FTD-001,META
看跌,2014-08-22T16:00:00-04:00,2014-08-25T16:00:00-04:00,2,74.34,75.19,75.19,72.64,止损,2014-08-21T16:00:00-04:00,-500.00,M12-FTD-001,META
