trade_id,session_key,split,direction,filter_state,breakout_timestamp,follow_through_timestamp,entry_timestamp,exit_timestamp,time_bucket,raw_entry_price,executed_entry_price,stop_price,target_price,exit_price,executed_exit_price,risk_per_share,quantity,pnl_per_share,pnl_cash,pnl_r,equity_after_close,exit_reason
PA-SC-002-2026-03-13-01,2026-03-13,in_sample,short,neutral,2026-03-13T10:40:00-04:00,2026-03-13T10:50:00-04:00,2026-03-13T10:55:00-04:00,2026-03-13T11:35:00-04:00,open_0930_1100,666.5100,666.4333,668.8900,664.1300,664.1300,664.2064,2.3800,37,2.2269,82.3953,0.9357,25237.3832,target_hit
PA-SC-002-2026-03-13-02,2026-03-13,in_sample,long,neutral,2026-03-13T14:30:00-04:00,2026-03-13T14:40:00-04:00,2026-03-13T14:45:00-04:00,2026-03-13T15:20:00-04:00,late_1330_1600,664.4100,664.4864,663.0900,665.7300,663.0900,663.0137,1.3200,37,-1.4727,-54.4899,-1.1157,25182.8933,stop_hit
PA-SC-002-2026-03-13-03,2026-03-13,in_sample,short,neutral,2026-03-13T15:25:00-04:00,2026-03-13T15:35:00-04:00,2026-03-13T15:40:00-04:00,2026-03-13T15:55:00-04:00,late_1330_1600,661.8000,661.7238,662.7800,660.8200,662.3000,662.3762,0.9800,38,-0.6524,-24.7912,-0.6657,25158.1021,session_close
PA-SC-002-2026-03-16-01,2026-03-16,in_sample,short,neutral,2026-03-16T10:30:00-04:00,2026-03-16T10:35:00-04:00,2026-03-16T10:40:00-04:00,2026-03-16T11:30:00-04:00,open_0930_1100,668.4000,668.3232,670.3600,666.4400,670.3600,670.4370,1.9600,37,-2.1138,-78.2106,-1.0785,25079.8915,stop_hit
PA-SC-002-2026-03-16-02,2026-03-16,in_sample,long,neutral,2026-03-16T14:05:00-04:00,2026-03-16T14:15:00-04:00,2026-03-16T14:20:00-04:00,2026-03-16T15:05:00-04:00,late_1330_1600,669.8100,669.8870,668.9900,670.6300,670.6300,670.5529,0.8200,37,0.6659,24.6383,0.8121,25104.5298,target_hit
PA-SC-002-2026-03-18-01,2026-03-18,in_sample,short,neutral,2026-03-18T10:25:00-04:00,2026-03-18T10:30:00-04:00,2026-03-18T10:35:00-04:00,2026-03-18T11:00:00-04:00,open_0930_1100,666.2400,666.1634,667.3800,665.1000,667.3800,667.4567,1.1400,37,-1.2933,-47.8521,-1.1345,25056.6777,stop_hit
PA-SC-002-2026-03-18-02,2026-03-18,in_sample,short,neutral,2026-03-18T14:50:00-04:00,2026-03-18T14:55:00-04:00,2026-03-18T15:00:00-04:00,2026-03-18T15:05:00-04:00,late_1330_1600,663.4000,663.3237,664.7100,662.0900,664.7100,664.7865,1.3100,37,-1.4628,-54.1236,-1.1166,25002.5541,stop_hit
PA-SC-002-2026-03-18-03,2026-03-18,in_sample,short,trend_supportive,2026-03-18T15:20:00-04:00,2026-03-18T15:25:00-04:00,2026-03-18T15:30:00-04:00,2026-03-18T15:40:00-04:00,late_1330_1600,662.9000,662.8237,663.4900,662.3100,662.3100,662.3862,0.5900,37,0.4375,16.1875,0.7415,25018.7416,target_hit
PA-SC-002-2026-03-19-01,2026-03-19,in_sample,long,trend_supportive,2026-03-19T14:10:00-04:00,2026-03-19T14:15:00-04:00,2026-03-19T14:20:00-04:00,2026-03-19T14:25:00-04:00,late_1330_1600,658.1900,658.2658,657.2550,659.1250,657.2550,657.1793,0.9350,38,-1.0865,-41.2870,-1.1620,24977.4546,stop_hit
PA-SC-002-2026-03-20-01,2026-03-20,validation,short,neutral,2026-03-20T13:30:00-04:00,2026-03-20T13:40:00-04:00,2026-03-20T13:45:00-04:00,2026-03-20T14:20:00-04:00,late_1330_1600,651.1400,651.0649,652.3800,649.9000,649.9000,649.9750,1.2400,38,1.0899,41.4162,0.8790,25018.8708,target_hit
PA-SC-002-2026-03-20-02,2026-03-20,validation,short,neutral,2026-03-20T14:35:00-04:00,2026-03-20T14:40:00-04:00,2026-03-20T14:45:00-04:00,2026-03-20T15:20:00-04:00,late_1330_1600,648.1600,648.0852,649.1031,647.2169,647.2169,647.2916,0.9431,38,0.7936,30.1568,0.8415,25049.0276,target_hit
PA-SC-002-2026-03-23-01,2026-03-23,validation,long,trend_supportive,2026-03-23T10:15:00-04:00,2026-03-23T10:20:00-04:00,2026-03-23T10:25:00-04:00,2026-03-23T10:45:00-04:00,open_0930_1100,661.7900,661.8662,660.0800,663.5000,660.0800,660.0040,1.7100,37,-1.8622,-68.9014,-1.0890,24980.1262,stop_hit
PA-SC-002-2026-03-23-02,2026-03-23,validation,short,neutral,2026-03-23T15:15:00-04:00,2026-03-23T15:20:00-04:00,2026-03-23T15:25:00-04:00,2026-03-23T15:55:00-04:00,late_1330_1600,657.5400,657.4642,658.3650,656.7150,656.7150,656.7907,0.8250,37,0.6735,24.9195,0.8164,25005.0457,target_hit
PA-SC-002-2026-03-24-01,2026-03-24,validation,short,neutral,2026-03-24T15:30:00-04:00,2026-03-24T15:40:00-04:00,2026-03-24T15:45:00-04:00,2026-03-24T15:50:00-04:00,late_1330_1600,653.8200,653.7446,654.7850,652.8550,652.8550,652.9303,0.9650,38,0.8143,30.9434,0.8438,25035.9891,target_hit
PA-SC-002-2026-03-26-01,2026-03-26,validation,short,neutral,2026-03-26T13:40:00-04:00,2026-03-26T13:45:00-04:00,2026-03-26T13:50:00-04:00,2026-03-26T13:55:00-04:00,late_1330_1600,647.5700,647.4952,648.5100,646.6300,646.6300,646.7047,0.9400,38,0.7905,30.0390,0.8410,25066.0281,target_hit
PA-SC-002-2026-03-26-02,2026-03-26,validation,short,neutral,2026-03-26T15:30:00-04:00,2026-03-26T15:35:00-04:00,2026-03-26T15:40:00-04:00,2026-03-26T15:45:00-04:00,late_1330_1600,645.8300,645.7554,646.2800,645.3800,645.3800,645.4545,0.4500,38,0.3009,11.4342,0.6687,25077.4623,target_hit
PA-SC-002-2026-03-27-01,2026-03-27,validation,short,neutral,2026-03-27T14:00:00-04:00,2026-03-27T14:05:00-04:00,2026-03-27T14:10:00-04:00,2026-03-27T14:20:00-04:00,late_1330_1600,635.4150,635.3415,636.3150,634.5150,636.3150,636.3886,0.9000,39,-1.0471,-40.8369,-1.1634,25036.6254,stop_hit
PA-SC-002-2026-03-30-01,2026-03-30,validation,short,neutral,2026-03-30T14:50:00-04:00,2026-03-30T15:00:00-04:00,2026-03-30T15:05:00-04:00,2026-03-30T15:05:00-04:00,late_1330_1600,631.5100,631.4368,632.3200,630.7000,630.7000,630.7731,0.8100,39,0.6637,25.8843,0.8194,25062.5097,target_hit
PA-SC-002-2026-03-30-02,2026-03-30,validation,short,neutral,2026-03-30T15:10:00-04:00,2026-03-30T15:20:00-04:00,2026-03-30T15:25:00-04:00,2026-03-30T15:35:00-04:00,late_1330_1600,629.8601,629.7871,630.5500,629.1702,630.5500,630.6231,0.6899,39,-0.8360,-32.6040,-1.2118,25029.9057,stop_hit
PA-SC-002-2026-03-31-01,2026-03-31,validation,short,neutral,2026-03-31T10:40:00-04:00,2026-03-31T10:45:00-04:00,2026-03-31T10:50:00-04:00,2026-03-31T11:10:00-04:00,open_0930_1100,639.4100,639.3361,641.5200,637.3000,641.5200,641.5942,2.1100,39,-2.2581,-88.0659,-1.0702,24941.8398,stop_hit
PA-SC-002-2026-03-31-02,2026-03-31,validation,long,neutral,2026-03-31T15:35:00-04:00,2026-03-31T15:45:00-04:00,2026-03-31T15:50:00-04:00,2026-03-31T15:55:00-04:00,late_1330_1600,650.8800,650.9551,649.6500,652.1100,649.6500,649.5750,1.2300,38,-1.3801,-52.4438,-1.1220,24889.3960,stop_hit
PA-SC-002-2026-04-01-01,2026-04-01,validation,short,neutral,2026-04-01T13:45:00-04:00,2026-04-01T13:50:00-04:00,2026-04-01T13:55:00-04:00,2026-04-01T13:55:00-04:00,late_1330_1600,657.5500,657.4742,658.0370,657.0630,657.0630,657.1387,0.4870,37,0.3355,12.4135,0.6889,24901.8095,target_hit
PA-SC-002-2026-04-01-02,2026-04-01,validation,short,trend_supportive,2026-04-01T14:00:00-04:00,2026-04-01T14:05:00-04:00,2026-04-01T14:10:00-04:00,2026-04-01T14:15:00-04:00,late_1330_1600,656.1000,656.0244,656.9500,655.2500,655.2500,655.3255,0.8500,37,0.6989,25.8593,0.8222,24927.6688,target_hit
PA-SC-002-2026-04-01-03,2026-04-01,validation,short,trend_supportive,2026-04-01T14:20:00-04:00,2026-04-01T14:30:00-04:00,2026-04-01T14:35:00-04:00,2026-04-01T14:40:00-04:00,late_1330_1600,654.0100,653.9346,655.2400,652.7800,655.2400,655.3155,1.2300,38,-1.3809,-52.4742,-1.1227,24875.1946,stop_hit
PA-SC-002-2026-04-01-04,2026-04-01,validation,long,neutral,2026-04-01T15:25:00-04:00,2026-04-01T15:35:00-04:00,2026-04-01T15:40:00-04:00,2026-04-01T15:50:00-04:00,late_1330_1600,656.2200,656.2956,655.6600,656.7800,655.6600,655.5844,0.5600,37,-0.7112,-26.3144,-1.2700,24848.8802,stop_hit
PA-SC-002-2026-04-06-01,2026-04-06,out_of_sample,long,neutral,2026-04-06T14:15:00-04:00,2026-04-06T14:20:00-04:00,2026-04-06T14:25:00-04:00,2026-04-06T15:55:00-04:00,late_1330_1600,658.3900,658.4658,657.2700,659.5100,658.8700,658.7941,1.1200,37,0.3283,12.1471,0.2931,24861.0273,session_close
PA-SC-002-2026-04-07-01,2026-04-07,out_of_sample,short,neutral,2026-04-07T14:45:00-04:00,2026-04-07T14:50:00-04:00,2026-04-07T14:55:00-04:00,2026-04-07T15:15:00-04:00,late_1330_1600,654.2100,654.1346,655.5200,652.9000,655.5200,655.5956,1.3100,38,-1.4610,-55.5180,-1.1153,24805.5093,stop_hit
PA-SC-002-2026-04-08-01,2026-04-08,out_of_sample,short,neutral,2026-04-08T10:30:00-04:00,2026-04-08T10:35:00-04:00,2026-04-08T10:40:00-04:00,2026-04-08T10:55:00-04:00,open_0930_1100,673.3209,673.2436,674.3600,672.2818,672.2818,672.3590,1.0391,36,0.8846,31.8456,0.8513,24837.3549,target_hit
PA-SC-002-2026-04-08-02,2026-04-08,out_of_sample,long,neutral,2026-04-08T13:55:00-04:00,2026-04-08T14:00:00-04:00,2026-04-08T14:05:00-04:00,2026-04-08T14:15:00-04:00,late_1330_1600,676.2200,676.2976,675.5600,676.8800,675.5600,675.4824,0.6600,36,-0.8152,-29.3472,-1.2352,24808.0077,stop_hit
PA-SC-002-2026-04-08-03,2026-04-08,out_of_sample,short,neutral,2026-04-08T14:40:00-04:00,2026-04-08T14:45:00-04:00,2026-04-08T14:50:00-04:00,2026-04-08T14:55:00-04:00,late_1330_1600,673.8250,673.7476,674.6000,673.0500,673.0500,673.1273,0.7750,36,0.6203,22.3308,0.8004,24830.3385,target_hit
PA-SC-002-2026-04-08-04,2026-04-08,out_of_sample,long,neutral,2026-04-08T15:30:00-04:00,2026-04-08T15:35:00-04:00,2026-04-08T15:40:00-04:00,2026-04-08T15:55:00-04:00,late_1330_1600,674.7900,674.8675,673.4800,676.1000,675.8800,675.8024,1.3100,36,0.9349,33.6564,0.7137,24863.9949,session_close
PA-SC-002-2026-04-10-01,2026-04-10,out_of_sample,long,neutral,2026-04-10T13:50:00-04:00,2026-04-10T13:55:00-04:00,2026-04-10T14:00:00-04:00,2026-04-10T14:00:00-04:00,late_1330_1600,679.4500,679.5279,679.2194,679.6806,679.2194,679.1415,0.2306,36,-0.3864,-13.9104,-1.6756,24850.0845,stop_hit
PA-SC-002-2026-04-10-02,2026-04-10,out_of_sample,long,neutral,2026-04-10T15:10:00-04:00,2026-04-10T15:15:00-04:00,2026-04-10T15:20:00-04:00,2026-04-10T15:25:00-04:00,late_1330_1600,679.8650,679.9430,679.5400,680.1900,679.5400,679.4620,0.3250,36,-0.4810,-17.3160,-1.4800,24832.7685,stop_hit
PA-SC-002-2026-04-13-01,2026-04-13,out_of_sample,long,neutral,2026-04-13T14:40:00-04:00,2026-04-13T14:45:00-04:00,2026-04-13T14:50:00-04:00,2026-04-13T15:20:00-04:00,late_1330_1600,683.1000,683.1783,682.5300,683.6700,683.6700,683.5916,0.5700,36,0.4133,14.8788,0.7251,24847.6473,target_hit
PA-SC-002-2026-04-14-01,2026-04-14,out_of_sample,long,trend_supportive,2026-04-14T10:05:00-04:00,2026-04-14T10:10:00-04:00,2026-04-14T10:15:00-04:00,2026-04-14T11:25:00-04:00,open_0930_1100,690.8700,690.9491,689.5700,692.1700,692.1700,692.0908,1.3000,35,1.1417,39.9595,0.8782,24887.6068,target_hit
PA-SC-002-2026-04-14-02,2026-04-14,out_of_sample,long,neutral,2026-04-14T15:00:00-04:00,2026-04-14T15:05:00-04:00,2026-04-14T15:10:00-04:00,2026-04-14T15:20:00-04:00,late_1330_1600,693.3750,693.4543,692.6800,694.0700,694.0700,693.9906,0.6950,35,0.5363,18.7705,0.7717,24906.3773,target_hit
PA-SC-002-2026-04-15-01,2026-04-15,out_of_sample,long,neutral,2026-04-15T10:20:00-04:00,2026-04-15T10:25:00-04:00,2026-04-15T10:30:00-04:00,2026-04-15T12:55:00-04:00,open_0930_1100,696.9200,696.9997,695.8600,697.9800,695.8600,695.7804,1.0600,35,-1.2193,-42.6755,-1.1503,24863.7018,stop_hit
PA-SC-002-2026-04-15-02,2026-04-15,out_of_sample,long,neutral,2026-04-15T14:30:00-04:00,2026-04-15T14:40:00-04:00,2026-04-15T14:45:00-04:00,2026-04-15T14:50:00-04:00,late_1330_1600,698.8900,698.9699,698.4700,699.3100,699.3100,699.2301,0.4200,35,0.2602,9.1070,0.6195,24872.8088,target_hit
PA-SC-002-2026-04-17-01,2026-04-17,out_of_sample,long,neutral,2026-04-17T10:00:00-04:00,2026-04-17T10:05:00-04:00,2026-04-17T10:10:00-04:00,2026-04-17T10:30:00-04:00,open_0930_1100,709.1400,709.2209,708.1400,710.1400,710.1400,710.0590,1.0000,35,0.8381,29.3335,0.8381,24902.1423,target_hit
PA-SC-002-2026-04-17-02,2026-04-17,out_of_sample,long,neutral,2026-04-17T10:40:00-04:00,2026-04-17T10:45:00-04:00,2026-04-17T10:50:00-04:00,2026-04-17T10:55:00-04:00,open_0930_1100,711.2400,711.3211,710.2800,712.2000,710.2800,710.1990,0.9600,35,-1.1221,-39.2735,-1.1689,24862.8688,stop_hit
